Hall,Category,Time,Dish,Calories,Serving Size,Station
Curtis,Lunch,(11am-2:30pm),Fountain Beverage Dr Pepper,0,12 floz,hydration station
Curtis,Lunch,(11am-2:30pm),Starry,0,12 floz,hydration station
Curtis,Lunch,(11am-2:30pm),Lemon-Lime Powerade,0,12 floz,hydration station
Curtis,Light lunch,(2:30pm-4pm),Field Greens,15,2 oz,produce market
Curtis,Light lunch,(2:30pm-4pm),Romaine Lettuce,15,1 cup,produce market
Curtis,Light lunch,(2:30pm-4pm),Grape Tomatoes,15,0.5 cup,produce market
Curtis,Light lunch,(2:30pm-4pm),Sliced Cucumber,10,0.5 cup,produce market
Curtis,Light lunch,(2:30pm-4pm),Shredded Carrots,15,0.25 cup,produce market
Curtis,Light lunch,(2:30pm-4pm),Diced Mixed Bell Peppers,10,0.25 cup,produce market
Curtis,Light lunch,(2:30pm-4pm),Cauliflower Florets,30,0.5 cup,produce market
Curtis,Light lunch,(2:30pm-4pm),Hard-Boiled Eggs,60,1 egg,produce market
Curtis,Light lunch,(2:30pm-4pm),Sliced Red Onions,15,1 oz,produce market
Curtis,Light lunch,(2:30pm-4pm),Edamame,110,0.5 cup,produce market
Curtis,Light lunch,(2:30pm-4pm),Shredded Cheddar Cheese,120,0.25 cup,produce market
Curtis,Light lunch,(2:30pm-4pm),Feta Cheese Crumbles,90,2 tbsp,produce market
Curtis,Light lunch,(2:30pm-4pm),Roasted Tofu,170,4 oz,produce market
Curtis,Light lunch,(2:30pm-4pm),Diced Grilled Chicken,120,3 oz,produce market
Curtis,Light lunch,(2:30pm-4pm),Scratchmade Ranch Dressing,150,28 g,produce market
Curtis,Light lunch,(2:30pm-4pm),Blue Cheese Dressing,60,2 tbsp,produce market
Curtis,Light lunch,(2:30pm-4pm),Italian Dressing,280,1 serving,produce market
Curtis,Light lunch,(2:30pm-4pm),Honey Mustard Dressing,130,2 floz,produce market
Curtis,Light lunch,(2:30pm-4pm),Orange Balsamic Vinaigrette,170,2 tbsp,produce market
Curtis,Light lunch,(2:30pm-4pm),Tomato Basil Soup,100,8 floz,the soup fix
Curtis,Light lunch,(2:30pm-4pm),Housemade Seasoned Croutons,150,1 oz,the soup fix
Curtis,Light lunch,(2:30pm-4pm),Sunflower Seeds,100,2 tbsp,the soup fix
Curtis,Light lunch,(2:30pm-4pm),Goldfish (R) Crackers,0,15 pieces,the soup fix
Curtis,Light lunch,(2:30pm-4pm),Dried Cranberries,70,2 tbsp,the soup fix
Curtis,Light lunch,(2:30pm-4pm),Cheese Pizza,230,1 slice,pizza
Curtis,Light lunch,(2:30pm-4pm),Pepperoni Pizza,260,1 slice,pizza
Curtis,Light lunch,(2:30pm-4pm),Deli Turkey,70,2 oz,deli
Curtis,Light lunch,(2:30pm-4pm),Deli Ham,80,2 oz,deli
Curtis,Light lunch,(2:30pm-4pm),Sliced Salami,0,3 slice,deli
Curtis,Light lunch,(2:30pm-4pm),Vegan Deli Turkey,0,2 oz,deli
Curtis,Light lunch,(2:30pm-4pm),Chicken Salad,270,0.5 cup,deli
Curtis,Light lunch,(2:30pm-4pm),Tuna Salad,300,4 oz,deli
Curtis,Light lunch,(2:30pm-4pm),Sliced Provolone Cheese,120,1 slice,deli
Curtis,Light lunch,(2:30pm-4pm),Sliced Pepperjack Cheese,100,1 slice,deli
Curtis,Light lunch,(2:30pm-4pm),Cheddar Cheese,60,1 slice,deli
Curtis,Light lunch,(2:30pm-4pm),Vegan American Cheese Slices,50,1 slice,deli
Curtis,Light lunch,(2:30pm-4pm),Baby Spinach,15,1 cup,deli
Curtis,Light lunch,(2:30pm-4pm),Bibb Lettuce,0,1 leaf,deli
Curtis,Light lunch,(2:30pm-4pm),Sliced Bell Peppers,10,1 oz,deli
Curtis,Light lunch,(2:30pm-4pm),Sliced Red Onions,15,1 oz,deli
Curtis,Light lunch,(2:30pm-4pm),Sliced Tomatoes,10,2 slice,deli
Curtis,Light lunch,(2:30pm-4pm),Sliced Cucumber,10,0.5 cup,deli
Curtis,Light lunch,(2:30pm-4pm),Shredded Carrots,15,0.25 cup,deli
Curtis,Light lunch,(2:30pm-4pm),Sliced Black Olives,0,2 tbsp,deli
Curtis,Light lunch,(2:30pm-4pm),Banana Peppers,15,0.25 cup,deli
Curtis,Light lunch,(2:30pm-4pm),Avocado,100,0.25 cup,deli
Curtis,Light lunch,(2:30pm-4pm),Pesto Aioli,180,1 floz,deli
Curtis,Light lunch,(2:30pm-4pm),Dijon Mustard,15,1 tbsp,deli
Curtis,Light lunch,(2:30pm-4pm),Mayonnaise,100,1 tbsp,deli
Curtis,Light lunch,(2:30pm-4pm),Chipotle Mayo,190,2 tbsp,deli
Curtis,Light lunch,(2:30pm-4pm),Kosher Pickle Spears,5,3 each,deli
Curtis,Light lunch,(2:30pm-4pm),Bread & Butter Pickles,0,1 oz,deli
Curtis,Light lunch,(2:30pm-4pm),Whole Wheat Bread,80,,deli
Curtis,Light lunch,(2:30pm-4pm),White Bread,150,1 slice,deli
Curtis,Light lunch,(2:30pm-4pm),Ciabatta Roll,380,1 each,deli
Curtis,Light lunch,(2:30pm-4pm),Udi's GF Multigrain Bread,140,1 slice,deli
Curtis,Light lunch,(2:30pm-4pm),Flour Tortilla,290,1 each,deli
Curtis,Light lunch,(2:30pm-4pm),Spinach Wrap,340,1 each,deli
Curtis,Light lunch,(2:30pm-4pm),Wheat Wrap,290,1 each,deli
Curtis,Light lunch,(2:30pm-4pm),Made without Gluten Tortilla,220,1 each,deli
Curtis,Light lunch,(2:30pm-4pm),Signature Chips,60,1.5 oz,deli
Curtis,Light lunch,(2:30pm-4pm),Vanilla Ice Cream,260,0.5 cup,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Chocolate Ice Cream,220,0.66 cup,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Mocha Chip Ice Cream,0,0.5 cup,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Strawberry Ice Cream,230,1 serving,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Rocky Road Ice Cream,0,,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Pumpkin Pie Ice Cream,260,0.5 cup,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Birthday Cake Ice Cream,280,0.5 cup,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Pina Colada Ice Cream,10,0.5 cup,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Summertime Peach Ice Cream,240,0.5 cup,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Campfire S'mores Ice Cream,340,0.5 cup,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Banana Cream Pie Ice Cream,270,0.5 cup,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Coffee Ice Cream,240,1 serving,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),M&M's Pieces,150,1 oz,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Oreo Cookie Crumbs,70,2 tbsp,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Graham Cracker Crumbs,30,1 tbsp,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Pretzel Sticks,0,1 serving,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),White Chocolate Chips,80,1 tbsp,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Chocolate Chips,100,2 tbsp,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Rainbow Sprinkles,50,1 tbsp,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Mini Marshmallow,20,2 tbsp,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Chocolate Sauce,110,2 floz,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Caramel Syrup,0,,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Strawberry Syrup,60,,velvet ice cream bar
Curtis,Light lunch,(2:30pm-4pm),Tractor Beverage Peach,10,12 floz,hydration station
Curtis,Light lunch,(2:30pm-4pm),Tractor Beverage Lemonade,170,12 floz,hydration station
Curtis,Light lunch,(2:30pm-4pm),Tractor Beverage Green Tea,0,12 floz,hydration station
Curtis,Light lunch,(2:30pm-4pm),Tractor Beverage Unsweet Tea,0,12 floz,hydration station
Curtis,Light lunch,(2:30pm-4pm),Tractor Beverage Hibiscus Rose,15,12 floz,hydration station
Curtis,Light lunch,(2:30pm-4pm),Tractor Beverage Mandarin Cardamom,0,12 floz,hydration station
Curtis,Light lunch,(2:30pm-4pm),Tractor Beverage Strawberry Dragonfruit,0,12 floz,hydration station
Curtis,Light lunch,(2:30pm-4pm),Coke,0,12 floz,hydration station
Curtis,Light lunch,(2:30pm-4pm),Sprite,0,12 floz,hydration station
Curtis,Light lunch,(2:30pm-4pm),Diet Coke,0,12 floz,hydration station
Curtis,Light lunch,(2:30pm-4pm),Fountain Beverage Dr Pepper,0,12 floz,hydration station
Curtis,Light lunch,(2:30pm-4pm),Starry,0,12 floz,hydration station
Curtis,Light lunch,(2:30pm-4pm),Lemon-Lime Powerade,0,12 floz,hydration station
Curtis,Dinner,(4:30pm-8pm),Roast Beef,90,3 oz,entree
Curtis,Dinner,(4:30pm-8pm),Beef Gravy,60,2 floz,entree
Curtis,Dinner,(4:30pm-8pm),Whipped Garlic Potatoes,190,0.5 cup,entree
Curtis,Dinner,(4:30pm-8pm),Dilled Haricot Vert,60,3 oz,entree
Curtis,Dinner,(4:30pm-8pm),Turkey Meatballs,210,3 each,allgood
Curtis,Dinner,(4:30pm-8pm),Roasted Garlic Rice,140,0.5 cup,allgood
Curtis,Dinner,(4:30pm-8pm),Broccoli Rabe Saute,80,0.5 cup,allgood
Curtis,Dinner,(4:30pm-8pm),Red Pepper Sauce,0,2 tbsp,allgood
Curtis,Dinner,(4:30pm-8pm),Made without Gluten Mac & Vegan Cheese,820,,rooted
Curtis,Dinner,(4:30pm-8pm),Crispy Fried Tofu,150,3 oz,rooted
Curtis,Dinner,(4:30pm-8pm),Hearty Comfort Chili,90,8 floz,rooted
Curtis,Dinner,(4:30pm-8pm),Grilled Cheese Sandwich,230,1 each,grill
Curtis,Dinner,(4:30pm-8pm),Grilled Cheese Sandwich,360,,grill
Curtis,Dinner,(4:30pm-8pm),Tomato Basil Soup,100,8 floz,the soup fix
Curtis,Dinner,(4:30pm-8pm),Housemade Seasoned Croutons,150,1 oz,the soup fix
Curtis,Dinner,(4:30pm-8pm),Sunflower Seeds,100,2 tbsp,the soup fix
Curtis,Dinner,(4:30pm-8pm),Goldfish (R) Crackers,0,15 pieces,the soup fix
Curtis,Dinner,(4:30pm-8pm),Cheese Pizza,230,1 slice,pizza
Curtis,Dinner,(4:30pm-8pm),Pepperoni Pizza,260,1 slice,pizza
Curtis,Dinner,(4:30pm-8pm),Plant Based Cauliflower Pizza Crust,510,1 each,pizza
Curtis,Dinner,(4:30pm-8pm),Primavera Pizza,220,1 slice,pizza
Curtis,Dinner,(4:30pm-8pm),Deli Turkey,70,2 oz,deli
Curtis,Dinner,(4:30pm-8pm),Deli Ham,80,2 oz,deli
Curtis,Dinner,(4:30pm-8pm),Sliced Salami,0,3 slice,deli
Curtis,Dinner,(4:30pm-8pm),Vegan Deli Turkey,0,2 oz,deli
Curtis,Dinner,(4:30pm-8pm),Chicken Salad,270,0.5 cup,deli
Curtis,Dinner,(4:30pm-8pm),Tuna Salad,300,4 oz,deli
Curtis,Dinner,(4:30pm-8pm),Sliced Provolone Cheese,120,1 slice,deli
Curtis,Dinner,(4:30pm-8pm),Sliced Pepperjack Cheese,100,1 slice,deli
Curtis,Dinner,(4:30pm-8pm),Cheddar Cheese,60,1 slice,deli
Curtis,Dinner,(4:30pm-8pm),Vegan American Cheese Slices,50,1 slice,deli
Curtis,Dinner,(4:30pm-8pm),Baby Spinach,15,1 cup,deli
Curtis,Dinner,(4:30pm-8pm),Bibb Lettuce,0,1 leaf,deli
Curtis,Dinner,(4:30pm-8pm),Sliced Bell Peppers,10,1 oz,deli
Curtis,Dinner,(4:30pm-8pm),Sliced Red Onions,15,1 oz,deli
Curtis,Dinner,(4:30pm-8pm),Sliced Tomatoes,10,2 slice,deli
Curtis,Dinner,(4:30pm-8pm),Sliced Cucumber,10,0.5 cup,deli
Curtis,Dinner,(4:30pm-8pm),Shredded Carrots,15,0.25 cup,deli
Curtis,Dinner,(4:30pm-8pm),Sliced Black Olives,0,2 tbsp,deli
Curtis,Dinner,(4:30pm-8pm),Banana Peppers,15,0.25 cup,deli
Curtis,Dinner,(4:30pm-8pm),Avocado,100,0.25 cup,deli
Curtis,Dinner,(4:30pm-8pm),Pesto Aioli,180,1 floz,deli
Curtis,Dinner,(4:30pm-8pm),Dijon Mustard,15,1 tbsp,deli
Curtis,Dinner,(4:30pm-8pm),Mayonnaise,100,1 tbsp,deli
Curtis,Dinner,(4:30pm-8pm),Chipotle Mayo,190,2 tbsp,deli
Curtis,Dinner,(4:30pm-8pm),Kosher Pickle Spears,5,3 each,deli
Curtis,Dinner,(4:30pm-8pm),Bread & Butter Pickles,0,1 oz,deli
Curtis,Dinner,(4:30pm-8pm),Whole Wheat Bread,80,,deli
Curtis,Dinner,(4:30pm-8pm),White Bread,150,1 slice,deli
Curtis,Dinner,(4:30pm-8pm),Ciabatta Roll,380,1 each,deli
Curtis,Dinner,(4:30pm-8pm),Udi's GF Multigrain Bread,140,1 slice,deli
Curtis,Dinner,(4:30pm-8pm),Flour Tortilla,290,1 each,deli
Curtis,Dinner,(4:30pm-8pm),Spinach Wrap,340,1 each,deli
Curtis,Dinner,(4:30pm-8pm),Wheat Wrap,290,1 each,deli
Curtis,Dinner,(4:30pm-8pm),White Rice,120,0.5 cup,rice bar
Curtis,Dinner,(4:30pm-8pm),Brown Rice,110,0.5 cup,rice bar
Curtis,Dinner,(4:30pm-8pm),Sesame Seeds,0,1 tbsp,rice bar
Curtis,Dinner,(4:30pm-8pm),Tamari Soy Sauce,10,1 tbsp,rice bar
Curtis,Dinner,(4:30pm-8pm),Crushed Red Pepper Flakes,0,1 serving,rice bar
Curtis,Dinner,(4:30pm-8pm),Sesame Oil,45,1 tsp,rice bar
Curtis,Dinner,(4:30pm-8pm),Sriracha Sauce,10,1 tsp,rice bar
Curtis,Dinner,(4:30pm-8pm),Field Greens,15,2 oz,produce market
Curtis,Dinner,(4:30pm-8pm),Romaine Lettuce,15,1 cup,produce market
Curtis,Dinner,(4:30pm-8pm),Grape Tomatoes,15,0.5 cup,produce market
Curtis,Dinner,(4:30pm-8pm),Sliced Cucumber,10,0.5 cup,produce market
Curtis,Dinner,(4:30pm-8pm),Shredded Carrots,15,0.25 cup,produce market
Curtis,Dinner,(4:30pm-8pm),Diced Mixed Bell Peppers,10,0.25 cup,produce market
Curtis,Dinner,(4:30pm-8pm),Cauliflower Florets,30,0.5 cup,produce market
Curtis,Dinner,(4:30pm-8pm),Hard-Boiled Eggs,60,1 egg,produce market
Curtis,Dinner,(4:30pm-8pm),Sliced Red Onions,15,1 oz,produce market
Curtis,Dinner,(4:30pm-8pm),Edamame,110,0.5 cup,produce market
Curtis,Dinner,(4:30pm-8pm),Shredded Cheddar Cheese,120,0.25 cup,produce market
Curtis,Dinner,(4:30pm-8pm),Feta Cheese Crumbles,90,2 tbsp,produce market
Curtis,Dinner,(4:30pm-8pm),Roasted Tofu,170,4 oz,produce market
Curtis,Dinner,(4:30pm-8pm),Diced Grilled Chicken,120,3 oz,produce market
Curtis,Dinner,(4:30pm-8pm),Scratchmade Ranch Dressing,150,28 g,produce market
Curtis,Dinner,(4:30pm-8pm),Blue Cheese Dressing,60,2 tbsp,produce market
Curtis,Dinner,(4:30pm-8pm),Italian Dressing,280,1 serving,produce market
Curtis,Dinner,(4:30pm-8pm),Honey Mustard Dressing,130,2 floz,produce market
Curtis,Dinner,(4:30pm-8pm),Orange Balsamic Vinaigrette,170,2 tbsp,produce market
Curtis,Dinner,(4:30pm-8pm),Nonfat Plain Greek Yogurt,170,0.75 cup,fruit & yogurt bar
Curtis,Dinner,(4:30pm-8pm),Nonfat Strawberry Greek Yogurt,180,1 cup,fruit & yogurt bar
Curtis,Dinner,(4:30pm-8pm),Nonfat Vanilla Yogurt,100,0.5 cup,fruit & yogurt bar
Curtis,Dinner,(4:30pm-8pm),Cottage Cheese,90,0.5 cup,fruit & yogurt bar
Curtis,Dinner,(4:30pm-8pm),Cantaloupe,30,0.5 cup,fruit & yogurt bar
Curtis,Dinner,(4:30pm-8pm),Red Grapes,60,0.5 cup,fruit & yogurt bar
Curtis,Dinner,(4:30pm-8pm),Green Grapes,60,0.5 cup,fruit & yogurt bar
Curtis,Dinner,(4:30pm-8pm),Cinnamon Brown Sugar Granola,380,0.5 cup,fruit & yogurt bar
Curtis,Dinner,(4:30pm-8pm),Golden Raisins,130,0.25 cup,fruit & yogurt bar
Curtis,Dinner,(4:30pm-8pm),Dried Cranberries,70,2 tbsp,fruit & yogurt bar
Curtis,Dinner,(4:30pm-8pm),Chia Seeds,70,1.5 tbsp,fruit & yogurt bar
Curtis,Dinner,(4:30pm-8pm),Chocolate Chip Cookies,180,1 each,bakery
Curtis,Dinner,(4:30pm-8pm),Oatmeal Raisin Cookie,230,1 each,bakery
Curtis,Dinner,(4:30pm-8pm),Chocolate Mousse Cake,280,0.5 serving,bakery
Curtis,Dinner,(4:30pm-8pm),Cookies n' Cream Cupcake,200,1 each,bakery
Curtis,Dinner,(4:30pm-8pm),Vanilla Ice Cream,260,0.5 cup,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Chocolate Ice Cream,220,0.66 cup,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Mocha Chip Ice Cream,0,0.5 cup,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Strawberry Ice Cream,230,1 serving,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Rocky Road Ice Cream,0,,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Pumpkin Pie Ice Cream,260,0.5 cup,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Birthday Cake Ice Cream,280,0.5 cup,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Pina Colada Ice Cream,10,0.5 cup,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Summertime Peach Ice Cream,240,0.5 cup,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Campfire S'mores Ice Cream,340,0.5 cup,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Banana Cream Pie Ice Cream,270,0.5 cup,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Coffee Ice Cream,240,1 serving,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),M&M's Pieces,150,1 oz,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Oreo Cookie Crumbs,70,2 tbsp,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Graham Cracker Crumbs,30,1 tbsp,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Pretzel Sticks,0,1 serving,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),White Chocolate Chips,80,1 tbsp,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Chocolate Chips,100,2 tbsp,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Rainbow Sprinkles,50,1 tbsp,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Mini Marshmallow,20,2 tbsp,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Chocolate Sauce,110,2 floz,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Caramel Syrup,0,,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Strawberry Syrup,60,,velvet ice cream bar
Curtis,Dinner,(4:30pm-8pm),Lemon-Lime Powerade,0,12 floz,hydration station
Curtis,Dinner,(4:30pm-8pm),Starry,0,12 floz,hydration station
Curtis,Dinner,(4:30pm-8pm),Fountain Beverage Dr Pepper,0,12 floz,hydration station
Curtis,Dinner,(4:30pm-8pm),Diet Coke,0,12 floz,hydration station
Curtis,Dinner,(4:30pm-8pm),Sprite,0,12 floz,hydration station
Curtis,Dinner,(4:30pm-8pm),Coke,0,12 floz,hydration station
Curtis,Dinner,(4:30pm-8pm),Tractor Beverage Strawberry Dragonfruit,0,12 floz,hydration station
Curtis,Dinner,(4:30pm-8pm),Tractor Beverage Mandarin Cardamom,0,12 floz,hydration station
Curtis,Dinner,(4:30pm-8pm),Tractor Beverage Hibiscus Rose,15,12 floz,hydration station
Curtis,Dinner,(4:30pm-8pm),Tractor Beverage Unsweet Tea,0,12 floz,hydration station
Curtis,Dinner,(4:30pm-8pm),Tractor Beverage Green Tea,0,12 floz,hydration station
Curtis,Dinner,(4:30pm-8pm),Tractor Beverage Lemonade,170,12 floz,hydration station
Curtis,Dinner,(4:30pm-8pm),Tractor Beverage Peach,10,12 floz,hydration station
